country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
CAN,1980,3,interm-ICD-9,4,I009,0,0,1,0,0,1,3,4,12,26,56,104,150,231,387,531,830,1067,1347,1328,1389,1441,1177,1127,1603
CAN,1980,3,interm-ICD-9,4,I010,0,0,1,1,0,2,6,13,25,56,102,204,404,569,923,1313,1902,2512,3312,3148,3663,3738,3361,3567,1603
CAN,1980,3,interm-ICD-9,4,I011,0,0,1,0,0,0,1,3,6,30,54,97,176,230,442,538,763,1002,953,859,1154,1211,924,751,2406
CAN,1980,3,interm-ICD-9,4,I012,3,3,1,1,0,2,2,4,8,20,48,78,132,205,342,510,718,931,1343,1141,1775,1651,2271,2442,803
CAN,1980,3,interm-ICD-9,4,I013,0,0,0,1,0,1,2,9,36,101,306,602,1029,1531,2097,2514,2829,2520,1962,2148,1555,1566,1502,1502,0
CAN,1980,3,interm-ICD-9,4,I014,0,0,0,0,0,2,7,12,12,16,26,32,41,40,35,54,69,89,198,180,239,230,281,281,0
CAN,1980,3,interm-ICD-9,4,I015,0,0,0,1,0,0,6,20,60,100,179,317,420,468,534,642,780,882,1400,1265,1689,1461,2604,2628,2404
CAN,1980,3,interm-ICD-9,4,I016,0,0,0,0,0,2,2,8,16,22,20,48,92,119,133,203,252,394,527,453,685,626,924,844,1602
CAN,1980,3,interm-ICD-9,4,I017,0,0,0,0,0,2,1,5,8,23,53,85,117,144,193,211,235,217,321,359,239,271,94,94,0
CAN,1980,3,interm-ICD-9,4,I018,0,0,0,0,0,0,0,0,0,2,4,23,55,126,300,548,1027,1618,2098,2008,2291,2422,1765,1877,802
CAN,1980,3,interm-ICD-9,4,I019,0,0,0,0,1,5,2,5,5,2,5,4,8,5,19,49,59,76,170,141,234,209,336,281,801
CAN,1980,3,interm-ICD-9,4,I020,0,0,0,0,0,0,0,0,1,3,6,24,41,85,165,266,447,676,947,921,1003,1002,1008,1032,801
CAN,1980,3,interm-ICD-9,4,I021,0,3,1,0,0,1,0,1,6,8,28,48,72,99,164,180,261,262,263,305,171,167,188,188,0
CAN,1980,3,interm-ICD-9,4,I022,11,23,27,15,16,13,17,15,20,44,41,56,91,135,199,330,433,637,917,821,1122,1129,1094,1034,1607
CAN,1980,3,interm-ICD-9,4,I023,52,31,35,23,29,35,41,59,79,119,210,346,517,744,1021,1309,1789,2097,2540,2585,2442,2296,3096,3096,0
CAN,1980,3,interm-ICD-9,4,I024,55,4,6,5,2,2,2,2,4,4,8,10,20,40,71,109,202,423,708,562,1020,960,1260,1314,801
CAN,1980,3,interm-ICD-9,4,I025,0,2,0,2,0,3,9,11,16,26,46,70,135,219,439,744,1198,1831,2448,2319,2725,2859,2184,2158,2404
CAN,1980,3,interm-ICD-9,4,I026,113,18,11,10,10,9,8,7,6,11,18,28,37,49,87,117,271,387,1045,711,1758,1547,2607,2819,803
CAN,1980,3,interm-ICD-9,4,I027,0,0,0,0,0,1,3,8,19,20,47,49,58,75,101,67,50,28,47,47,0,0,0,0,0
CAN,1980,3,interm-ICD-9,4,I028,0,0,0,0,3,3,3,6,11,17,13,20,14,10,14,8,7,4,0,0,0,0,0,0,0
CAN,1980,3,interm-ICD-9,4,I029,6,1,1,0,1,1,1,0,2,2,1,3,13,26,48,88,268,628,1400,1226,1772,1524,2772,2627,4006
CAN,1980,3,interm-ICD-9,4,I030,256,54,14,19,23,25,23,26,33,53,64,85,122,186,286,478,592,685,1151,1063,1339,1316,1429,1315,2406
CAN,1980,3,interm-ICD-9,4,I031,0,0,1,2,1,2,2,5,7,23,28,29,55,94,147,172,219,229,332,289,427,417,469,469,0
CAN,1980,3,interm-ICD-9,4,I032,0,0,0,0,1,0,1,0,1,3,17,27,49,90,174,331,642,1046,2209,1765,3160,3068,3528,2909,8813
CAN,1980,3,interm-ICD-9,4,I033,3,1,0,1,2,3,17,59,178,380,854,1527,2670,4608,7410,11730,17989,27941,52231,42591,72874,65278,103443,98190,148291
CAN,1980,3,interm-ICD-9,4,I034,63,11,5,7,13,12,17,26,40,59,124,197,342,548,908,1650,2773,5332,12544,9471,19124,16419,30009,28359,44101
CAN,1980,3,interm-ICD-9,4,I035,6,2,2,4,6,12,20,33,58,90,152,276,423,717,1531,3028,6059,11409,22929,18691,32005,29953,40262,41127,32874
CAN,1980,3,interm-ICD-9,4,I036,14,0,0,2,4,2,5,4,11,23,35,70,149,286,594,1084,2209,4082,12059,8467,19750,16536,32683,31349,44073
CAN,1980,3,interm-ICD-9,4,I037,3,1,0,0,0,0,0,1,0,1,3,1,3,5,18,24,95,189,883,570,1555,1148,3192,2627,8012
CAN,1980,3,interm-ICD-9,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1980,3,interm-ICD-9,4,I039,223,22,6,7,6,5,8,10,15,18,28,70,79,171,337,694,1517,3077,9700,6736,16045,13432,26562,25447,36077
CAN,1980,3,interm-ICD-9,4,I040,63,9,1,1,0,0,0,0,1,2,2,2,2,2,5,8,29,28,112,70,201,125,504,469,801
CAN,1980,3,interm-ICD-9,4,I041,8,3,2,5,6,5,6,7,11,20,58,113,238,482,848,1441,2234,2705,3621,3398,4098,3654,5882,5914,5612
CAN,1980,3,interm-ICD-9,4,I042,179,12,1,3,2,4,2,4,9,11,24,39,58,105,154,271,413,632,1229,1023,1672,1607,1932,1877,2404
CAN,1980,3,interm-ICD-9,4,I043,3,0,0,1,0,0,1,1,4,6,11,19,34,47,89,146,278,496,906,837,1055,1108,842,846,801
CAN,1980,3,interm-ICD-9,4,I044,36,6,2,1,1,2,8,29,64,124,209,341,390,439,503,516,392,314,314,320,301,313,252,188,801
CAN,1980,3,interm-ICD-9,4,I045,96,16,3,3,2,6,8,10,21,26,57,77,131,218,339,687,1200,2290,4339,3351,6456,5680,9579,9668,8816
CAN,1980,3,interm-ICD-9,4,I046,3,0,0,1,0,0,0,0,1,1,2,2,2,7,13,21,31,93,186,180,201,146,420,375,801
CAN,1980,3,interm-ICD-9,4,I047,0,1,0,1,2,2,5,5,5,5,13,17,21,32,86,110,192,241,595,484,837,877,657,657,0
CAN,1980,3,interm-ICD-9,4,I048,17,3,1,2,5,5,9,7,9,9,27,39,71,115,204,435,844,1726,3167,2436,4731,4279,6551,6380,8012
CAN,1980,3,interm-ICD-9,4,I049,0,0,0,0,0,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1980,3,interm-ICD-9,4,I050,4508,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1980,3,interm-ICD-9,4,I051,3241,77,22,18,15,15,10,7,9,8,8,8,20,26,23,24,36,8,8,8,0,0,0,0,0
CAN,1980,3,interm-ICD-9,4,I052,63,75,94,100,494,475,291,224,204,207,206,189,187,233,220,267,302,310,327,359,256,230,376,376,0
CAN,1980,3,interm-ICD-9,4,I053,284,156,75,64,104,151,117,124,143,148,186,212,240,267,324,463,746,1549,4045,2928,6436,5719,9323,9007,12018
CAN,1980,3,interm-ICD-9,4,I054,0,0,0,11,115,181,195,165,166,162,219,218,192,202,182,159,209,165,159,180,104,104,0,0,0
CAN,1980,3,interm-ICD-9,4,I055,19,9,6,3,12,27,33,31,28,35,25,24,23,14,21,23,7,32,27,24,34,21,94,94,0
CAN,1980,3,interm-ICD-9,4,I056,3,2,1,5,13,22,27,28,30,35,44,50,46,31,42,47,24,24,31,31,0,0,0,0,0
CAN,1980,3,interm-ICD-9,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,117,857,367,1906,1231,4620,3941,10416
CAN,1980,3,interm-ICD-9,4,I058,1244,11,1,2,6,8,9,14,22,20,28,65,76,109,188,217,324,553,1132,784,1879,1613,2950,2731,4821
CAN,1981,1,interm-ICD-9,4,I000,10929,578,327,398,1342,1539,1301,1359,1732,2731,4685,7575,12349,19357,30568,45490,71092,109020,188216,160274,251898,231168,341807,331828,438547
CAN,1981,1,interm-ICD-9,4,I001,0,3,1,0,1,0,1,0,0,0,2,0,2,2,5,0,6,32,47,45,52,63,0,0,0
CAN,1981,1,interm-ICD-9,4,I002,0,0,0,0,0,0,0,1,1,1,11,18,26,9,31,46,72,168,126,136,103,127,0,0,0
CAN,1981,1,interm-ICD-9,4,I003,48,0,0,0,0,1,2,0,0,3,0,10,19,19,38,78,94,147,364,362,367,381,304,304,0
CAN,1981,1,interm-ICD-9,4,I004,64,11,1,4,3,6,4,6,5,10,12,10,21,39,56,99,105,200,236,181,361,127,1376,1518,0
CAN,1981,1,interm-ICD-9,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I006,0,0,1,1,1,1,1,1,1,4,0,3,0,2,8,11,11,11,23,23,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I007,5,0,0,1,1,1,1,2,9,17,50,73,131,186,196,286,314,379,553,566,525,444,911,911,0
CAN,1981,1,interm-ICD-9,4,I008,0,0,0,0,0,0,0,0,2,13,31,57,98,139,276,279,341,473,458,452,472,508,304,304,0
CAN,1981,1,interm-ICD-9,4,I009,0,0,0,0,0,1,3,6,9,27,61,124,220,323,538,827,1321,1673,1944,1832,2204,2347,1518,1518,0
CAN,1981,1,interm-ICD-9,4,I010,0,0,0,0,1,2,4,10,34,47,131,219,442,668,1061,1527,2103,3482,3805,3574,4331,4187,4953,5160,2943
CAN,1981,1,interm-ICD-9,4,I011,0,0,0,0,1,0,1,2,13,23,56,120,213,312,424,859,941,1178,1328,1516,892,952,607,607,0
CAN,1981,1,interm-ICD-9,4,I012,5,3,1,0,2,2,4,6,9,32,40,80,138,233,350,537,677,1157,1106,905,1574,1776,607,607,0
CAN,1981,1,interm-ICD-9,4,I013,0,0,1,1,2,1,3,13,41,149,333,858,1602,2626,3498,4418,5516,5460,4410,4682,3778,3997,2732,2732,0
CAN,1981,1,interm-ICD-9,4,I014,0,0,0,0,1,3,5,11,19,26,31,34,58,58,74,99,83,189,316,249,472,317,1214,1214,0
CAN,1981,1,interm-ICD-9,4,I015,0,0,0,0,0,0,0,0,0,0,2,2,9,6,15,28,17,32,47,68,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I018,0,1,0,0,0,0,0,0,1,0,9,32,105,302,681,1301,2609,4450,6808,6424,7682,7613,7979,8499,2943
CAN,1981,1,interm-ICD-9,4,I019,0,0,0,0,5,6,9,4,9,3,3,5,3,0,10,25,33,42,47,0,157,127,304,304,0
CAN,1981,1,interm-ICD-9,4,I020,0,0,0,0,1,0,0,0,3,3,20,38,82,107,283,467,765,1126,1714,1674,1804,1840,1651,1214,5885
CAN,1981,1,interm-ICD-9,4,I021,0,1,3,0,0,1,2,2,2,21,25,57,126,150,232,251,330,337,330,339,309,254,550,607,0
CAN,1981,1,interm-ICD-9,4,I022,5,19,28,20,15,13,11,17,33,30,59,77,93,173,283,438,556,831,996,882,1259,1142,1821,1821,0
CAN,1981,1,interm-ICD-9,4,I023,64,42,26,30,36,35,48,59,90,119,246,324,607,809,1184,1711,1685,2589,3240,2964,3868,4189,2477,2733,0
CAN,1981,1,interm-ICD-9,4,I024,27,7,2,2,2,4,5,3,5,4,12,26,17,54,100,138,264,516,912,656,1495,1713,550,607,0
CAN,1981,1,interm-ICD-9,4,I025,0,1,1,0,2,2,7,14,20,33,40,104,173,255,480,739,1217,1599,2594,2307,3248,3299,3027,2732,5885
CAN,1981,1,interm-ICD-9,4,I026,101,7,4,6,7,6,5,7,8,17,17,24,37,71,74,177,303,400,1289,1041,1856,1776,2201,1821,5885
CAN,1981,1,interm-ICD-9,4,I027,0,0,0,0,1,3,6,7,16,29,39,72,100,112,159,145,105,63,134,181,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I028,0,0,0,0,2,3,6,6,13,11,9,18,21,28,23,7,22,11,0,0,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I029,0,1,1,1,2,1,3,1,0,3,5,6,7,19,26,145,336,800,1667,1493,2062,1713,3577,3642,2943
CAN,1981,1,interm-ICD-9,4,I030,240,35,13,20,33,22,27,32,44,49,64,105,147,188,406,551,870,1231,1525,1335,1959,1903,2201,2428,0
CAN,1981,1,interm-ICD-9,4,I031,0,0,1,0,0,1,3,4,1,10,19,16,38,54,102,145,149,168,173,158,206,190,275,304,0
CAN,1981,1,interm-ICD-9,4,I032,0,0,0,0,2,0,0,2,1,4,20,35,52,92,174,385,572,926,1714,1402,2423,2411,2476,1821,8828
CAN,1981,1,interm-ICD-9,4,I033,0,0,0,0,1,5,22,100,238,646,1386,2494,4119,6908,10716,15223,24094,35726,58737,50886,76631,70249,104307,101404,132451
CAN,1981,1,interm-ICD-9,4,I034,80,12,5,5,12,19,20,25,50,95,132,262,423,711,1205,1955,3281,6219,14201,10566,22484,20053,33026,30968,52980
CAN,1981,1,interm-ICD-9,4,I035,5,3,1,3,7,9,20,30,52,77,181,268,463,835,1773,3414,6798,11551,23190,19318,32016,29945,40997,41280,38254
CAN,1981,1,interm-ICD-9,4,I036,5,0,1,1,1,3,7,4,7,19,53,81,218,443,901,1601,2774,4913,11446,8913,17220,16051,22287,20944,35312
CAN,1981,1,interm-ICD-9,4,I037,5,1,0,0,2,0,1,2,0,1,5,2,2,2,5,25,83,95,362,181,773,571,1651,1518,2943
CAN,1981,1,interm-ICD-9,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I039,219,7,1,3,7,6,4,11,10,19,51,81,133,255,472,930,1982,4357,12410,9188,19754,16502,33858,31884,52990
CAN,1981,1,interm-ICD-9,4,I040,53,9,0,0,2,0,1,0,1,0,2,3,5,2,8,4,11,11,79,45,157,127,304,304,0
CAN,1981,1,interm-ICD-9,4,I041,16,8,0,11,10,6,9,4,8,24,48,118,269,670,1431,2432,4420,6302,8553,8528,8610,8438,9355,9713,5885
CAN,1981,1,interm-ICD-9,4,I042,176,9,1,0,2,2,5,6,9,7,33,34,80,116,191,276,523,957,1415,1063,2217,1586,4953,4553,8828
CAN,1981,1,interm-ICD-9,4,I043,11,0,0,0,1,0,2,3,2,7,17,32,54,96,122,212,385,516,1274,1063,1753,1586,2476,2428,2943
CAN,1981,1,interm-ICD-9,4,I044,16,3,1,0,1,4,11,23,65,171,308,396,573,638,740,668,716,558,443,475,368,190,1215,1215,0
CAN,1981,1,interm-ICD-9,4,I045,91,7,2,3,4,7,10,11,16,37,56,83,187,276,472,721,1310,2272,5110,4072,7476,6662,11006,10624,14713
CAN,1981,1,interm-ICD-9,4,I046,0,1,1,0,1,2,2,0,0,3,0,2,5,6,15,21,17,84,110,113,103,63,275,304,0
CAN,1981,1,interm-ICD-9,4,I047,0,0,0,1,0,1,1,0,7,3,11,18,28,36,56,110,138,210,393,249,722,508,1651,1518,2943
CAN,1981,1,interm-ICD-9,4,I048,32,1,2,0,2,2,5,11,11,16,20,48,65,114,296,449,1019,2137,5445,4596,7379,5905,13769,13367,17671
CAN,1981,1,interm-ICD-9,4,I049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I050,4583,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I051,3383,92,29,14,18,18,12,8,13,7,20,16,23,9,15,14,11,32,50,45,63,63,0,0,0
CAN,1981,1,interm-ICD-9,4,I052,75,102,102,141,684,718,469,381,322,294,340,314,301,298,327,318,336,389,553,566,525,508,607,607,0
CAN,1981,1,interm-ICD-9,4,I053,272,163,80,87,197,213,191,171,174,216,270,313,309,415,495,605,881,1632,4090,2965,6655,5904,9912,9415,14722
CAN,1981,1,interm-ICD-9,4,I054,0,0,1,25,206,314,244,267,232,271,266,297,308,259,248,357,292,463,167,158,190,190,0,0,0
CAN,1981,1,interm-ICD-9,4,I055,43,10,10,11,23,40,38,31,51,37,36,37,23,24,13,32,28,32,91,91,0,0,0,0,0
CAN,1981,1,interm-ICD-9,4,I056,11,1,2,4,34,39,44,44,38,54,45,55,59,46,55,25,28,32,68,69,65,65,0,0,0
CAN,1981,1,interm-ICD-9,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,44,95,928,543,1804,1205,4402,3035,17656
CAN,1981,1,interm-ICD-9,4,I058,1292,11,1,2,9,18,23,15,33,37,56,77,114,165,222,375,507,769,1322,1132,1755,1397,3305,3342,2945
CAN,1981,2,interm-ICD-9,4,I000,8487,457,250,218,451,441,536,630,949,1601,2573,4116,6298,9655,15201,23737,38630,67490,140560,110841,201145,179484,282564,269203,385105
CAN,1981,2,interm-ICD-9,4,I001,11,4,0,0,0,0,0,1,0,0,2,3,0,2,0,3,8,37,54,23,119,117,124,124,0
CAN,1981,2,interm-ICD-9,4,I002,0,0,0,0,0,0,1,1,1,1,2,0,7,8,2,20,27,68,61,68,46,0,220,124,955
CAN,1981,2,interm-ICD-9,4,I003,56,1,0,1,0,0,3,0,0,3,8,5,7,17,26,39,67,118,223,182,308,293,373,373,0
CAN,1981,2,interm-ICD-9,4,I004,50,9,6,2,3,2,3,8,5,6,11,16,18,33,42,31,35,118,145,125,185,88,551,498,955
CAN,1981,2,interm-ICD-9,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,2,interm-ICD-9,4,I006,0,0,0,0,0,1,0,0,1,3,2,2,5,4,4,6,0,0,0,0,0,0,0,0,0
CAN,1981,2,interm-ICD-9,4,I007,0,3,0,0,0,2,0,0,1,1,10,32,41,59,77,62,86,161,200,216,166,147,249,249,0
CAN,1981,2,interm-ICD-9,4,I008,0,0,0,0,0,0,1,0,1,1,2,13,31,38,57,87,122,93,200,204,190,234,0,0,0
CAN,1981,2,interm-ICD-9,4,I009,0,0,0,0,0,1,4,10,2,16,35,56,103,138,257,358,617,825,1175,1102,1328,1377,1120,1120,0
CAN,1981,2,interm-ICD-9,4,I010,0,0,0,1,0,0,4,6,19,45,109,197,370,497,787,1081,1473,2234,3064,2943,3311,3195,3746,3861,2867
CAN,1981,2,interm-ICD-9,4,I011,0,0,0,0,0,0,1,2,2,21,45,82,101,208,368,463,550,868,945,977,878,967,498,498,0
CAN,1981,2,interm-ICD-9,4,I012,11,1,0,1,3,2,2,7,4,27,39,54,134,199,307,395,680,918,1267,1158,1494,1494,1494,1494,0
CAN,1981,2,interm-ICD-9,4,I013,0,0,0,0,0,0,5,10,24,91,172,361,479,723,844,849,852,893,730,670,854,850,871,871,0
CAN,1981,2,interm-ICD-9,4,I014,0,0,0,0,0,2,6,6,19,25,16,21,28,38,37,39,55,68,123,125,119,117,124,124,0
CAN,1981,2,interm-ICD-9,4,I015,0,0,0,0,0,1,16,45,114,216,380,556,746,930,1033,1153,1237,1755,2240,2067,2592,2696,2203,2365,955
CAN,1981,2,interm-ICD-9,4,I016,0,0,0,0,1,2,12,15,38,57,74,99,129,226,316,364,463,552,484,511,427,410,498,498,0
CAN,1981,2,interm-ICD-9,4,I017,0,0,0,1,4,2,2,3,17,49,95,159,233,252,335,429,389,428,492,602,261,264,249,249,0
CAN,1981,2,interm-ICD-9,4,I018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,2,interm-ICD-9,4,I019,0,0,0,0,0,1,0,1,2,0,5,10,11,10,29,34,39,124,161,148,190,147,373,373,0
CAN,1981,2,interm-ICD-9,4,I020,0,0,0,0,0,0,0,1,1,1,6,11,20,44,57,99,189,323,564,477,741,703,881,871,955
CAN,1981,2,interm-ICD-9,4,I021,0,3,2,0,1,0,1,1,4,15,19,26,72,78,110,130,161,198,160,170,139,117,220,124,955
CAN,1981,2,interm-ICD-9,4,I022,0,13,19,22,14,9,15,12,24,27,37,62,78,84,112,220,318,471,630,625,640,703,373,373,0
CAN,1981,2,interm-ICD-9,4,I023,50,33,23,20,22,22,28,47,61,97,148,261,399,626,818,1106,1324,1899,2103,2159,1991,1817,2644,2366,4779
CAN,1981,2,interm-ICD-9,4,I024,11,7,6,0,2,1,4,1,4,6,13,11,23,36,50,62,165,341,678,454,1134,1055,1432,1120,3822
CAN,1981,2,interm-ICD-9,4,I025,6,0,2,2,1,1,8,11,10,15,34,51,104,199,423,716,1222,1861,2407,2340,2546,2432,2974,3237,955
CAN,1981,2,interm-ICD-9,4,I026,95,6,8,10,14,7,4,4,7,13,16,21,44,65,90,127,208,453,1082,647,1967,1641,3194,2988,4777
CAN,1981,2,interm-ICD-9,4,I027,0,0,0,0,0,1,4,4,8,6,14,24,29,29,35,14,24,12,8,0,29,29,0,0,0
CAN,1981,2,interm-ICD-9,4,I028,0,0,0,0,0,0,0,2,2,3,10,5,10,8,7,11,0,6,0,0,0,0,0,0,0
CAN,1981,2,interm-ICD-9,4,I029,0,1,1,0,0,0,1,2,2,0,3,2,3,15,42,90,134,471,1897,1533,2639,2022,4956,4980,4777
CAN,1981,2,interm-ICD-9,4,I030,157,37,15,16,16,20,20,18,38,34,59,87,119,174,237,339,546,720,1098,1148,996,997,992,997,956
CAN,1981,2,interm-ICD-9,4,I031,0,1,0,0,1,1,4,1,2,13,24,42,62,99,147,186,259,267,442,466,393,352,551,498,955
CAN,1981,2,interm-ICD-9,4,I032,0,0,0,0,0,0,1,0,4,1,16,21,33,57,110,288,577,1036,2156,1772,2939,2989,2754,2365,5733
CAN,1981,2,interm-ICD-9,4,I033,0,0,0,0,1,1,10,16,47,132,262,508,1076,2064,4004,7359,12893,22427,46600,35848,68521,60813,97491,93135,130915
CAN,1981,2,interm-ICD-9,4,I034,39,7,2,3,8,9,14,15,24,33,74,98,205,325,608,1179,2201,4518,11166,8352,16905,14864,24574,23168,35369
CAN,1981,2,interm-ICD-9,4,I035,11,0,5,4,6,11,19,35,63,88,146,247,378,654,1215,2516,4903,9684,22728,18639,31065,28076,42300,41088,51600
CAN,1981,2,interm-ICD-9,4,I036,6,1,0,1,0,1,4,5,5,10,11,38,77,143,314,632,1241,3362,10749,7109,18169,15179,29408,26891,48727
CAN,1981,2,interm-ICD-9,4,I037,6,1,0,0,2,0,0,1,1,1,3,0,2,0,11,25,55,99,510,284,972,791,1652,1245,4777
CAN,1981,2,interm-ICD-9,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,2,interm-ICD-9,4,I039,157,14,3,4,5,6,8,8,13,22,21,46,63,128,206,429,907,2258,7047,4815,11596,9406,19826,18052,33440
CAN,1981,2,interm-ICD-9,4,I040,62,10,0,1,0,0,1,0,1,0,0,2,0,4,0,14,27,37,54,68,24,0,124,124,0
CAN,1981,2,interm-ICD-9,4,I041,6,3,3,1,4,4,6,6,8,18,32,83,116,243,410,562,884,1136,1418,1318,1621,1642,1543,1495,1912
CAN,1981,2,interm-ICD-9,4,I042,157,11,1,0,1,1,6,5,11,7,22,19,39,59,88,141,232,484,968,806,1296,1055,2203,2241,1911
CAN,1981,2,interm-ICD-9,4,I043,0,0,0,0,0,0,2,1,2,3,10,13,21,34,59,90,212,341,693,556,972,938,1101,1245,0
CAN,1981,2,interm-ICD-9,4,I044,22,4,1,1,2,4,7,20,36,71,112,162,257,279,314,288,306,285,184,216,119,117,124,124,0
CAN,1981,2,interm-ICD-9,4,I045,78,7,0,1,2,5,9,7,15,24,39,74,96,172,353,502,1034,1819,4231,3329,6068,5600,7825,8097,5736
CAN,1981,2,interm-ICD-9,4,I046,0,0,0,0,1,0,0,0,4,1,3,0,10,4,7,6,27,37,175,114,301,322,220,124,955
CAN,1981,2,interm-ICD-9,4,I047,6,0,0,0,3,2,2,6,4,9,18,21,46,65,101,144,224,167,648,500,949,908,1101,1120,955
CAN,1981,2,interm-ICD-9,4,I048,17,3,1,2,1,2,4,7,6,13,27,45,72,82,158,324,558,1203,2552,1953,3773,3839,3525,3237,5733
CAN,1981,2,interm-ICD-9,4,I049,0,0,0,0,2,7,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,2,interm-ICD-9,4,I050,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,2,interm-ICD-9,4,I051,2729,70,22,11,22,10,6,6,8,3,14,8,20,34,24,14,24,12,8,11,0,0,0,0,0
CAN,1981,2,interm-ICD-9,4,I052,84,74,78,55,200,164,123,91,69,97,100,125,83,132,140,135,208,199,146,170,95,117,0,0,0
CAN,1981,2,interm-ICD-9,4,I053,207,104,40,31,38,36,45,44,46,79,87,115,83,122,193,307,503,1290,3748,2567,6157,5304,9362,8964,12421
CAN,1981,2,interm-ICD-9,4,I054,0,0,0,10,38,56,66,80,84,119,121,127,135,88,112,90,63,93,74,68,88,88,0,0,0
CAN,1981,2,interm-ICD-9,4,I055,11,7,8,10,16,29,20,24,25,19,22,13,7,17,7,14,20,25,34,34,0,0,0,0,0
CAN,1981,2,interm-ICD-9,4,I056,11,3,0,2,15,12,15,21,32,23,26,32,30,31,24,29,24,25,33,35,30,30,0,0,0
CAN,1981,2,interm-ICD-9,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,99,967,375,2176,1641,4185,3237,11465
CAN,1981,2,interm-ICD-9,4,I058,955,16,3,5,3,7,12,15,24,30,19,51,49,75,95,130,232,566,1115,763,1833,1498,3092,2871,4790
CAN,1981,3,interm-ICD-9,4,I000,9738,519,290,310,906,996,920,997,1348,2177,3645,5849,9216,14234,22305,33394,52151,82889,156113,127361,216870,195813,299499,287417,398204
CAN,1981,3,interm-ICD-9,4,I001,5,3,1,0,0,0,0,0,0,0,2,2,1,2,2,2,7,35,52,30,98,100,88,88,0
CAN,1981,3,interm-ICD-9,4,I002,0,0,0,0,0,0,0,1,1,1,6,9,16,8,15,31,46,105,82,91,64,40,157,88,721
CAN,1981,3,interm-ICD-9,4,I003,52,1,0,1,0,0,2,0,0,3,4,7,13,18,32,56,78,129,269,242,327,321,353,353,0
CAN,1981,3,interm-ICD-9,4,I004,57,10,3,3,3,4,4,7,5,8,12,13,19,35,48,61,64,148,174,144,240,100,787,795,721
CAN,1981,3,interm-ICD-9,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1981,3,interm-ICD-9,4,I006,0,0,1,1,0,1,0,0,1,4,1,2,3,3,6,8,5,4,8,8,0,0,0,0,0
CAN,1981,3,interm-ICD-9,4,I007,3,1,0,1,0,2,0,1,5,9,30,53,84,119,132,162,181,242,315,333,278,241,441,441,0
CAN,1981,3,interm-ICD-9,4,I008,0,0,0,0,0,0,0,0,2,7,17,35,63,86,158,173,213,234,284,287,278,321,88,88,0
CAN,1981,3,interm-ICD-9,4,I009,0,0,0,0,0,1,4,8,6,22,48,90,159,225,387,566,910,1139,1427,1346,1601,1684,1236,1236,0
CAN,1981,3,interm-ICD-9,4,I010,0,0,0,1,0,1,4,8,27,46,120,208,405,578,914,1279,1736,2697,3306,3154,3627,3509,4091,4239,2886
CAN,1981,3,interm-ICD-9,4,I011,0,0,0,0,0,0,1,2,8,22,51,101,155,258,394,638,713,983,1070,1157,882,962,530,530,0
