country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
CAN,1950,1,interm-ICD-6,4,I000,48236,2196,1014,839,1362,1740,1673,1877,2592,3999,6559,10051,15618,25027,36279,54705,84512,129556,228632,210766,290013,273641,389604,393218,357618
CAN,1950,1,interm-ICD-6,4,I001,142,3,6,2,2,2,4,2,4,2,8,3,0,8,23,13,11,43,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I002,207,151,93,61,172,233,223,251,310,349,405,490,585,636,733,772,845,514,624,631,599,458,1553,1553,0
CAN,1950,1,interm-ICD-6,4,I003,76,2,4,0,2,0,0,2,2,0,3,3,10,8,5,6,11,0,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I004,4498,293,92,28,28,15,16,10,33,32,58,106,122,282,272,335,325,385,843,688,1378,1375,1395,1553,0
CAN,1950,1,interm-ICD-6,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I006,38,0,1,0,0,5,0,2,4,2,0,6,0,4,14,13,43,21,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I007,0,0,1,0,0,2,0,4,2,2,29,39,88,171,271,463,726,856,1470,1318,1997,1834,3106,3106,0
CAN,1950,1,interm-ICD-6,4,I008,0,0,0,0,0,0,0,0,2,12,16,33,41,76,131,322,422,593,413,459,229,229,0,0,0
CAN,1950,1,interm-ICD-6,4,I009,0,0,1,0,2,2,4,8,38,111,209,318,562,994,1711,2155,2911,2819,3743,4416,1399,1376,1554,1554,0
CAN,1950,1,interm-ICD-6,4,I010,0,0,0,0,0,9,15,23,39,79,143,206,433,866,1372,1619,2653,2643,3152,3382,2362,2292,2790,3106,0
CAN,1950,1,interm-ICD-6,4,I011,0,0,0,0,0,0,0,2,10,32,58,74,149,278,335,457,520,707,413,401,458,458,0,0,0
CAN,1950,1,interm-ICD-6,4,I012,5,3,0,2,2,2,4,10,8,9,29,50,159,194,324,438,671,535,917,974,688,688,0,0,0
CAN,1950,1,interm-ICD-6,4,I013,0,0,0,0,2,0,2,12,29,58,233,383,602,841,1005,900,809,578,1110,1204,788,688,1395,0,13741
CAN,1950,1,interm-ICD-6,4,I014,0,2,0,0,6,0,2,4,8,7,11,24,34,57,72,113,184,278,579,573,599,458,1553,1553,0
CAN,1950,1,interm-ICD-6,4,I015,0,0,0,0,0,0,0,0,2,2,0,0,7,8,5,6,22,21,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I016,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I018,0,0,0,4,2,0,0,2,0,0,8,36,91,339,602,1403,1993,2869,3385,3669,2397,2292,3106,3106,0
CAN,1950,1,interm-ICD-6,4,I019,0,3,0,0,4,9,15,16,27,12,8,7,20,15,36,19,54,128,138,172,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I020,0,2,0,0,0,0,0,0,2,2,24,56,139,187,335,373,571,921,917,974,688,688,0,0,0
CAN,1950,1,interm-ICD-6,4,I021,11,17,1,2,0,0,0,8,4,30,24,47,81,137,145,206,217,150,166,172,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I022,27,49,38,21,31,15,22,10,18,46,56,68,81,103,154,187,217,150,183,172,229,229,0,0,0
CAN,1950,1,interm-ICD-6,4,I023,55,55,41,32,33,44,71,84,84,148,193,355,443,727,620,798,769,1189,1158,1261,799,917,0,0,0
CAN,1950,1,interm-ICD-6,4,I024,120,38,6,2,7,13,13,6,6,14,13,42,62,107,113,238,459,557,907,709,1598,917,6212,6212,0
CAN,1950,1,interm-ICD-6,4,I025,5,5,7,5,7,9,24,12,25,30,58,104,125,278,378,634,933,1180,1651,1665,1601,1607,1556,1556,0
CAN,1950,1,interm-ICD-6,4,I026,480,23,1,2,4,4,2,4,14,30,32,30,51,55,77,97,145,172,151,132,230,230,0,0,0
CAN,1950,1,interm-ICD-6,4,I027,0,0,0,0,0,2,0,16,14,23,19,21,34,46,5,32,43,21,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I028,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I029,71,11,12,5,4,7,7,16,20,14,19,24,27,46,23,129,260,634,1113,1146,999,917,1553,1553,0
CAN,1950,1,interm-ICD-6,4,I030,1503,160,49,49,59,57,69,98,127,232,443,702,1369,2430,4316,7536,12673,20592,31770,30815,35053,33933,41868,40387,54980
CAN,1950,1,interm-ICD-6,4,I031,38,5,22,39,44,46,71,76,112,132,222,252,277,343,444,489,644,1178,1403,1318,1698,1719,1553,1553,0
CAN,1950,1,interm-ICD-6,4,I032,0,3,0,2,6,5,15,18,43,108,156,324,708,1159,1677,2661,4608,7234,13105,12707,14474,14786,12571,12437,13757
CAN,1950,1,interm-ICD-6,4,I033,5,3,1,7,18,22,63,156,368,905,1943,3477,5780,9298,13465,19900,28257,44580,74580,69010,93719,90293,114557,113509,123831
CAN,1950,1,interm-ICD-6,4,I034,22,9,9,9,18,18,15,25,18,67,126,184,254,388,720,1117,2010,2988,5367,5188,5992,5501,9317,9317,0
CAN,1950,1,interm-ICD-6,4,I035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I036,27,6,0,4,6,11,13,12,20,28,69,104,196,354,570,1493,3379,6681,17598,15763,23902,23015,29300,31058,13741
CAN,1950,1,interm-ICD-6,4,I037,921,52,7,2,9,5,7,10,8,14,24,21,54,57,104,142,487,1049,2664,2178,4331,4126,5581,6212,0
CAN,1950,1,interm-ICD-6,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I039,6695,273,34,32,11,26,26,22,43,58,108,186,281,411,679,1191,2405,4273,10880,9232,16544,13987,32102,35729,0
CAN,1950,1,interm-ICD-6,4,I040,420,46,6,4,0,2,0,0,2,0,8,0,3,11,32,32,54,86,321,344,229,229,0,0,0
CAN,1950,1,interm-ICD-6,4,I041,240,29,6,2,2,16,11,18,43,44,90,181,271,526,739,941,1279,1600,3022,2295,5518,5506,5586,3109,27509
CAN,1950,1,interm-ICD-6,4,I042,218,43,10,4,7,4,9,6,10,28,50,53,64,107,172,219,444,771,1731,1318,3150,2980,4186,3106,13741
CAN,1950,1,interm-ICD-6,4,I043,5,0,0,2,4,5,5,18,43,62,148,158,230,256,385,547,727,643,583,556,689,689,0,0,0
CAN,1950,1,interm-ICD-6,4,I044,38,5,0,2,2,5,7,22,29,60,90,163,162,274,240,438,217,300,401,459,200,229,0,0,0
CAN,1950,1,interm-ICD-6,4,I045,740,81,40,37,42,57,46,55,73,113,164,238,340,491,689,1028,1409,1993,2630,2352,3598,3441,4662,4662,0
CAN,1950,1,interm-ICD-6,4,I046,109,6,0,0,2,2,2,6,0,7,3,12,7,11,14,32,76,236,579,516,799,917,0,0,0
CAN,1950,1,interm-ICD-6,4,I047,65,6,4,2,4,13,0,8,8,12,8,12,27,76,68,154,217,343,624,802,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I048,98,37,18,14,42,73,69,86,82,139,170,272,420,791,1454,2601,5709,9695,17409,16227,21467,20178,29310,32622,0
CAN,1950,1,interm-ICD-6,4,I049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I050,22899,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I051,5261,111,16,28,26,23,24,12,12,12,26,21,20,23,27,32,32,21,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I052,44,174,251,156,338,498,385,304,308,338,352,360,356,454,458,593,857,965,735,804,459,459,0,0,0
CAN,1950,1,interm-ICD-6,4,I053,1452,415,211,258,344,366,307,306,362,355,395,470,482,614,695,846,1478,2607,6680,5060,12245,10807,20994,18694,41354
CAN,1950,1,interm-ICD-6,4,I054,0,0,0,5,52,90,71,86,139,206,233,253,285,347,304,303,347,172,388,345,1557,0,1557,1557,0
CAN,1950,1,interm-ICD-6,4,I055,27,3,3,0,2,15,20,23,16,21,26,26,10,0,14,6,0,21,57,57,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,1,interm-ICD-6,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,116,671,2420,10654,7280,22249,18108,47437,46587,54964
CAN,1950,1,interm-ICD-6,4,I058,1671,75,18,19,17,11,17,12,16,12,51,60,72,142,237,552,721,1144,2775,2023,5360,5085,7035,7830,0
CAN,1950,2,interm-ICD-6,4,I000,37474,1774,701,597,801,976,1149,1343,2149,3146,4643,6597,10075,16091,26274,42462,69638,108405,203382,177884,277361,257411,376788,366798,469227
CAN,1950,2,interm-ICD-6,4,I001,97,8,5,0,8,4,2,2,4,0,3,3,0,4,5,0,0,38,44,44,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I002,216,163,108,101,244,311,333,278,293,236,258,179,188,293,298,426,413,526,164,220,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I003,62,3,3,0,2,7,0,0,2,0,3,0,11,8,5,7,0,19,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I004,3750,232,46,40,19,14,9,15,15,27,31,67,69,92,121,162,239,206,719,703,765,612,1525,845,7818
CAN,1950,2,interm-ICD-6,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I006,6,2,3,2,0,2,2,0,6,5,8,3,4,8,5,0,0,19,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I007,0,0,0,0,0,4,0,4,2,2,17,22,25,42,56,47,130,169,197,176,259,306,0,0,0
CAN,1950,2,interm-ICD-6,4,I008,0,0,0,0,0,0,0,0,6,7,6,25,25,29,66,88,195,231,205,176,306,306,0,0,0
CAN,1950,2,interm-ICD-6,4,I009,0,0,0,0,0,4,4,13,34,51,105,167,272,444,714,1294,1828,1790,2066,2240,1555,1377,2535,2535,0
CAN,1950,2,interm-ICD-6,4,I010,0,0,3,0,0,2,7,21,42,122,215,294,507,764,1142,1734,1987,2824,3266,3250,3314,3826,762,0,7818
CAN,1950,2,interm-ICD-6,4,I011,0,0,0,0,0,2,0,2,2,10,37,38,120,163,197,351,489,506,444,483,306,306,0,0,0
CAN,1950,2,interm-ICD-6,4,I012,6,3,2,0,0,0,4,10,15,46,65,126,177,243,377,676,793,807,1058,1186,612,612,0,0,0
CAN,1950,2,interm-ICD-6,4,I013,0,0,2,0,0,0,4,6,10,19,40,60,91,138,157,211,351,263,196,220,127,0,762,845,0
CAN,1950,2,interm-ICD-6,4,I014,0,0,0,0,0,4,4,4,6,10,17,0,18,25,56,77,76,188,459,351,777,612,1690,1690,0
CAN,1950,2,interm-ICD-6,4,I015,0,0,0,0,2,4,16,60,161,285,413,591,652,775,981,987,1248,1519,2058,1932,2422,2602,1525,845,7818
CAN,1950,2,interm-ICD-6,4,I016,0,0,0,0,0,7,21,61,105,192,371,352,420,515,556,730,825,882,754,703,907,918,845,845,0
CAN,1950,2,interm-ICD-6,4,I017,0,0,0,7,9,2,2,4,46,75,127,163,228,260,334,385,304,281,137,132,153,153,0,0,0
CAN,1950,2,interm-ICD-6,4,I018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I019,0,0,0,0,0,0,0,2,4,17,17,21,33,54,51,54,98,19,239,264,153,153,0,0,0
CAN,1950,2,interm-ICD-6,4,I020,0,2,0,0,0,0,0,2,2,5,11,22,47,100,162,250,242,450,410,351,612,612,0,0,0
CAN,1950,2,interm-ICD-6,4,I021,6,3,11,2,2,0,0,4,6,15,25,19,54,75,101,101,109,169,209,132,1690,0,1690,1690,0
CAN,1950,2,interm-ICD-6,4,I022,45,71,18,14,28,11,9,19,33,27,54,60,76,121,126,149,206,188,34,44,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I023,85,41,35,43,26,48,55,65,88,156,164,291,420,490,652,683,803,966,1246,1361,907,765,1690,1690,0
CAN,1950,2,interm-ICD-6,4,I024,97,16,9,18,8,11,11,8,19,19,40,19,89,88,227,270,614,807,972,950,1037,765,2535,2535,0
CAN,1950,2,interm-ICD-6,4,I025,0,6,6,4,17,16,14,21,19,34,45,107,272,498,918,1384,1520,1482,1017,1142,648,765,0,0,0
CAN,1950,2,interm-ICD-6,4,I026,258,27,3,0,4,4,14,29,17,24,45,63,98,162,157,203,268,319,297,251,459,459,0,0,0
CAN,1950,2,interm-ICD-6,4,I027,0,0,0,0,0,2,0,2,4,7,8,6,4,4,5,7,11,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I028,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I029,131,5,12,9,8,4,5,6,17,15,8,13,29,29,40,47,228,383,919,351,2591,2449,3379,3379,0
CAN,1950,2,interm-ICD-6,4,I030,1207,131,54,42,53,52,64,58,142,264,449,828,1458,2576,4404,7664,13489,20706,33149,30731,40162,39344,44235,45635,31280
CAN,1950,2,interm-ICD-6,4,I031,6,11,26,58,34,57,49,92,111,182,249,264,297,327,440,453,744,844,1460,1537,1231,1148,1690,1690,0
CAN,1950,2,interm-ICD-6,4,I032,0,0,2,4,2,5,19,19,46,123,215,352,601,988,1901,3319,5624,7926,13625,13332,14475,12789,22874,22811,23454
CAN,1950,2,interm-ICD-6,4,I033,6,5,3,2,6,16,27,56,121,263,502,1003,1939,3896,7322,12616,21380,34173,66553,59046,88332,84165,109100,108210,117342
CAN,1950,2,interm-ICD-6,4,I034,45,8,3,2,9,13,14,12,44,29,80,113,170,255,485,787,1481,2222,4772,3798,7645,7346,9294,9294,0
CAN,1950,2,interm-ICD-6,4,I035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I036,17,3,0,5,8,5,16,12,29,29,68,63,112,251,379,1000,2454,5852,14784,11111,25439,22129,41936,38864,70361
CAN,1950,2,interm-ICD-6,4,I037,767,40,17,7,6,2,2,10,15,17,17,13,14,50,136,210,445,825,3136,2284,5608,5357,6862,5914,15636
CAN,1950,2,interm-ICD-6,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I039,5414,242,31,25,30,20,16,15,38,54,65,86,174,239,450,947,2140,3593,8431,6942,12752,11637,18307,16060,39107
CAN,1950,2,interm-ICD-6,4,I040,398,41,2,9,4,0,2,2,0,2,0,3,7,4,30,27,65,169,205,176,306,306,0,0,0
CAN,1950,2,interm-ICD-6,4,I041,170,22,6,4,6,13,16,10,31,39,71,72,130,218,298,453,684,795,1601,1274,2549,2296,3812,3379,7818
CAN,1950,2,interm-ICD-6,4,I042,170,24,15,9,9,5,11,6,10,10,3,13,18,25,56,74,293,638,1437,1054,2549,1990,5337,5914,0
CAN,1950,2,interm-ICD-6,4,I043,0,0,0,0,2,0,2,0,0,12,23,35,29,75,77,109,228,94,181,189,153,153,0,0,0
CAN,1950,2,interm-ICD-6,4,I044,28,6,2,0,8,5,7,15,40,27,57,110,98,151,187,189,206,319,558,615,389,306,845,845,0
CAN,1950,2,interm-ICD-6,4,I045,497,74,26,25,24,20,28,40,92,131,124,255,313,435,652,807,1162,2045,2624,2240,3758,3520,5069,5069,0
CAN,1950,2,interm-ICD-6,4,I046,74,6,0,0,4,2,2,2,2,5,8,16,18,13,25,34,11,19,262,88,777,765,845,845,0
CAN,1950,2,interm-ICD-6,4,I047,34,6,2,7,6,5,7,6,4,20,23,22,51,72,122,210,327,509,857,838,911,922,849,849,0
CAN,1950,2,interm-ICD-6,4,I048,34,21,17,27,34,43,39,56,119,161,214,284,406,630,1067,1710,3051,5071,7774,6939,10197,9336,14487,12673,31272
CAN,1950,2,interm-ICD-6,4,I049,0,0,0,0,30,59,152,129,153,109,17,6,0,0,0,7,0,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I050,16009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I051,5062,117,14,16,17,15,11,17,15,15,28,25,22,13,20,0,11,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I052,23,117,112,43,77,90,58,46,52,68,91,107,91,96,192,237,239,263,137,132,153,153,0,0,0
CAN,1950,2,interm-ICD-6,4,I053,1100,234,93,49,40,38,37,40,55,78,82,91,94,219,278,677,1446,3843,10238,7960,16847,16245,19850,18612,31313
CAN,1950,2,interm-ICD-6,4,I054,0,0,0,0,15,29,46,42,48,68,68,79,62,68,96,61,22,19,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I055,51,2,0,4,2,9,5,8,15,10,11,7,0,0,5,0,11,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,2,interm-ICD-6,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,216,554,2307,11857,8564,21412,16223,47273,44778,70361
CAN,1950,2,interm-ICD-6,4,I058,1604,81,12,18,2,13,7,12,8,22,45,38,44,55,127,332,598,1127,2911,2375,4467,3678,8399,8460,7829
CAN,1950,3,interm-ICD-6,4,I000,42973,1990,861,720,1084,1356,1407,1608,2373,3583,5635,8377,12941,20773,31554,48738,77088,118272,214080,192143,282329,263903,381315,376104,428771
CAN,1950,3,interm-ICD-6,4,I001,120,5,5,1,5,3,3,2,4,1,5,3,0,6,14,7,5,40,25,25,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I002,212,157,100,81,208,272,279,265,302,294,334,339,394,473,528,604,629,520,359,398,236,184,547,547,0
CAN,1950,3,interm-ICD-6,4,I003,70,2,4,0,2,4,0,1,2,0,3,2,10,8,5,7,5,10,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I004,4132,263,69,34,23,14,13,13,24,30,45,87,96,191,201,251,282,290,772,696,1006,918,1479,1094,4983
CAN,1950,3,interm-ICD-6,4,I005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I006,22,1,2,1,0,4,1,1,5,4,4,5,2,6,10,7,22,20,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I007,0,0,1,0,0,3,0,4,2,2,23,31,58,110,170,260,428,490,737,671,943,918,1094,1094,0
CAN,1950,3,interm-ICD-6,4,I008,0,0,0,0,0,0,0,0,4,9,11,29,33,54,100,208,309,400,293,298,275,275,0,0,0
CAN,1950,3,interm-ICD-6,4,I009,0,0,1,0,1,3,4,11,36,82,159,244,422,732,1240,1735,2370,2270,2777,3184,1493,1377,2189,2189,0
CAN,1950,3,interm-ICD-6,4,I010,0,0,2,0,0,5,11,22,40,100,178,249,469,818,1263,1675,2321,2739,3218,3307,2940,3212,1479,1094,4983
CAN,1950,3,interm-ICD-6,4,I011,0,0,0,0,0,1,0,2,6,21,48,57,135,223,270,406,504,600,430,448,367,367,0,0,0
CAN,1950,3,interm-ICD-6,4,I012,6,3,1,1,1,1,4,10,11,27,46,87,168,217,349,554,732,680,998,1094,642,642,0,0,0
CAN,1950,3,interm-ICD-6,4,I013,0,0,1,0,1,0,3,9,20,39,139,226,355,507,604,564,580,410,583,646,387,275,986,547,4983
CAN,1950,3,interm-ICD-6,4,I014,0,1,0,0,3,2,3,4,7,8,14,12,26,42,64,96,130,230,510,448,707,551,1642,1642,0
CAN,1950,3,interm-ICD-6,4,I015,0,0,0,0,1,2,8,30,81,140,200,287,318,373,466,485,634,820,1186,1094,1470,1560,986,547,4983
CAN,1950,3,interm-ICD-6,4,I016,0,0,0,0,0,4,11,31,52,94,179,171,203,247,263,356,412,470,434,398,550,551,547,547,0
CAN,1950,3,interm-ICD-6,4,I017,0,0,0,4,5,1,1,2,23,37,62,79,110,124,158,188,152,150,78,75,92,92,0,0,0
CAN,1950,3,interm-ICD-6,4,I018,0,0,0,2,1,0,0,1,0,0,4,18,47,177,318,719,998,1340,1436,1591,943,918,1094,1094,0
CAN,1950,3,interm-ICD-6,4,I019,0,2,0,0,2,5,7,9,15,14,12,14,26,34,43,36,76,70,196,224,92,92,0,0,0
CAN,1950,3,interm-ICD-6,4,I020,0,2,0,0,0,0,0,1,2,4,18,40,94,146,253,313,407,670,626,622,642,642,0,0,0
CAN,1950,3,interm-ICD-6,4,I021,8,10,6,2,1,0,0,6,5,23,25,34,68,108,124,155,163,160,190,149,1094,0,1094,1094,0
CAN,1950,3,interm-ICD-6,4,I022,36,60,29,18,30,13,15,15,26,37,55,64,79,112,141,168,211,170,98,99,92,92,0,0,0
CAN,1950,3,interm-ICD-6,4,I023,70,48,38,37,30,46,63,75,86,152,179,324,432,614,635,742,786,1070,1209,1318,864,826,1094,1094,0
CAN,1950,3,interm-ICD-6,4,I024,109,27,8,10,7,12,12,7,12,17,26,31,75,98,167,254,537,690,944,845,1257,826,3830,3830,0
CAN,1950,3,interm-ICD-6,4,I025,3,5,7,4,12,13,19,16,22,32,52,105,196,383,633,1000,1226,1341,1286,1369,1023,1102,548,548,0
CAN,1950,3,interm-ICD-6,4,I026,371,25,2,1,4,4,8,16,16,27,38,46,74,106,115,149,206,250,235,199,367,367,0,0,0
CAN,1950,3,interm-ICD-6,4,I027,0,0,0,0,0,2,0,9,9,15,14,14,19,26,5,20,27,10,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I028,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I029,100,8,12,7,6,5,6,11,19,14,14,18,28,38,31,89,244,500,1001,696,1965,1835,2736,2736,0
CAN,1950,3,interm-ICD-6,4,I030,1358,146,51,45,56,54,66,78,134,248,446,764,1412,2499,4358,7599,13081,20651,32563,30767,38153,37177,43399,43785,39876
CAN,1950,3,interm-ICD-6,4,I031,22,8,24,48,39,52,60,84,111,156,235,258,287,335,442,472,694,1000,1436,1442,1415,1377,1642,1642,0
CAN,1950,3,interm-ICD-6,4,I032,0,2,1,3,4,5,17,18,44,115,185,338,656,1078,1783,2982,5115,7602,13404,13060,14474,13589,19233,19156,19938
CAN,1950,3,interm-ICD-6,4,I033,6,4,2,4,12,19,45,106,246,592,1247,2276,3925,6726,10564,16349,24824,39030,69953,63366,90448,86617,111028,110076,119700
CAN,1950,3,interm-ICD-6,4,I034,33,9,6,5,14,15,14,18,31,49,104,150,213,325,609,956,1746,2579,5024,4401,6994,6607,9302,9302,0
CAN,1950,3,interm-ICD-6,4,I035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I036,22,5,0,4,7,8,14,12,25,28,68,84,156,305,480,1253,2917,6239,15976,13129,24835,22484,37470,36113,49831
CAN,1950,3,interm-ICD-6,4,I037,846,46,12,4,7,4,4,10,11,15,21,17,35,54,119,175,466,930,2936,2238,5106,4864,6409,6019,9966
CAN,1950,3,interm-ICD-6,4,I038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I039,6068,258,32,28,20,23,21,18,40,56,88,137,229,329,571,1072,2273,3911,9469,7935,14242,12577,23182,22990,24927
CAN,1950,3,interm-ICD-6,4,I040,409,43,4,6,2,1,1,1,1,1,4,2,5,8,31,30,60,130,254,249,275,275,0,0,0
CAN,1950,3,interm-ICD-6,4,I041,206,26,6,3,4,14,13,14,37,41,81,128,203,379,531,703,982,1170,2203,1717,3716,3581,4439,3284,14959
CAN,1950,3,interm-ICD-6,4,I042,195,33,13,6,8,5,10,6,10,19,27,34,42,68,117,148,369,700,1562,1169,2785,2386,4930,4925,4983
CAN,1950,3,interm-ICD-6,4,I043,3,0,0,1,3,3,4,9,22,38,88,98,133,170,239,333,478,350,353,348,368,368,0,0,0
CAN,1950,3,interm-ICD-6,4,I044,33,5,1,1,5,5,7,18,34,44,74,137,131,215,215,317,211,310,491,547,314,275,547,547,0
CAN,1950,3,interm-ICD-6,4,I045,621,78,33,31,34,38,37,47,83,122,145,246,327,465,671,920,1285,2020,2626,2288,3695,3488,4926,4926,0
CAN,1950,3,interm-ICD-6,4,I046,92,6,0,0,3,2,2,4,1,6,5,14,12,12,19,33,43,120,397,274,786,826,547,547,0
CAN,1950,3,interm-ICD-6,4,I047,50,6,3,4,5,9,4,7,6,15,15,17,39,74,93,182,272,431,758,823,553,553,550,550,0
CAN,1950,3,interm-ICD-6,4,I048,67,29,17,20,38,58,54,71,100,149,191,278,413,714,1271,2167,4382,7230,11858,10968,14626,13676,19725,19702,19932
CAN,1950,3,interm-ICD-6,4,I049,0,0,0,0,15,30,77,65,75,53,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I050,19528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I051,5164,114,15,22,21,19,17,15,13,13,27,23,21,18,24,16,22,10,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I052,33,146,183,101,209,293,219,174,182,206,226,237,228,283,332,419,548,590,392,423,276,276,0,0,0
CAN,1950,3,interm-ICD-6,4,I053,1280,326,153,155,193,200,170,172,210,220,244,286,295,426,498,763,1462,3266,8729,6702,15038,14067,20255,18640,34955
CAN,1950,3,interm-ICD-6,4,I054,0,0,0,3,34,59,58,64,94,139,153,168,177,214,206,185,185,90,167,150,548,0,548,548,0
CAN,1950,3,interm-ICD-6,4,I055,39,2,2,2,2,12,13,16,15,15,19,17,5,0,10,3,5,10,25,25,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAN,1950,3,interm-ICD-6,4,I057,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,165,613,2359,11347,8007,21741,16977,47331,45415,64781
CAN,1950,3,interm-ICD-6,4,I058,1639,78,15,19,9,12,12,12,12,17,48,49,58,100,185,444,659,1135,2854,2222,4818,4241,7917,8238,4990
CAN,1951,1,interm-ICD-6,4,I000,44538,2062,989,791,1339,1860,1774,2065,2543,3925,6322,10300,16089,24480,35248,53676,86755,128562,229674,206854,305942,293512,383324,381142,401346
CAN,1951,1,interm-ICD-6,4,I001,80,4,11,2,2,4,0,2,8,2,0,0,7,0,4,12,21,41,0,0,0,0,0,0,0
CAN,1951,1,interm-ICD-6,4,I002,239,149,77,50,121,234,262,247,288,333,346,412,559,682,717,716,764,660,692,616,950,868,1520,1520,0
